,precision_micro,recall_micro,f1_micro,precision_mean,recall_mean,f1_mean,precision_sd,recall_sd,f1_sd,FRIP,N_cells_removed,N_reads_removed,Ncells,Ncells_with_edits,Nedits,Nnonpeakpairs,Npeakpairs,Nreadpairs,sampling_type,seed,value,cell_line,by
SKNSH_f01_s26,0.7156011420536048,0.8416141410979423,0.7735090286543761,0.7156011420536048,0.8416141410979423,0.7735090286543761,,,,0.1,0.0,200980989.0,60714.0,60714.0,200980989.0,697233715.0,77470413.0,774704128.0,frip,26.0,0.1,SKNSH,file
SKNSH_f01_s29,0.7170513878887305,0.8405024615457161,0.7738845842075849,0.7170513878887305,0.8405024615457161,0.7738845842075849,,,,0.1,0.0,200980989.0,60714.0,60714.0,200980989.0,697233715.0,77470413.0,774704128.0,frip,29.0,0.1,SKNSH,file
SKNSH_f02,0.9211376772948972,0.910139023147989,0.9156053212441689,0.9211430924385069,0.910139023147989,0.9156052956372357,0.0019285027530502028,0.001923527259024741,2.092683267168608e-05,0.20000000000000004,0.0,104142973.0,60714.0,60712.333333333336,104142973.0,697233715.0,174308429.0,871542144.0,frip,,0.2,SKNSH,condition
SKNSH_f025,0.9707394027448198,0.9636477330325298,0.967180568479617,0.9707438822316398,0.9636477330325297,0.9671804665925388,0.0017701640112659455,0.001902713039890359,8.129805479042105e-05,0.25,0.0,46040164.0,60714.0,60693.0,46040164.0,697233715.0,232411238.0,929644953.0,frip,,0.25,SKNSH,condition
SKNSH_f025_s18,0.9726715936290469,0.9615701454600097,0.967089011543287,0.9726715936290468,0.9615701454600096,0.967089011543287,,,,0.25,0.0,46040164.0,60714.0,60697.0,46040164.0,697233715.0,232411238.0,929644953.0,frip,18.0,0.25,SKNSH,file
SKNSH_f025_s47,0.9703686072011642,0.9640676251133056,0.9672078541556739,0.9703686072011642,0.9640676251133056,0.967207854155674,,,,0.25,0.0,46040164.0,60714.0,60686.0,46040164.0,697233715.0,232411238.0,929644953.0,frip,47.0,0.25,SKNSH,file
SKNSH_f025_s74,0.9691914458647084,0.9653054285242741,0.9672445340786553,0.9691914458647084,0.965305428524274,0.9672445340786552,,,,0.25,0.0,46040164.0,60714.0,60696.0,46040164.0,697233715.0,232411238.0,929644953.0,frip,74.0,0.25,SKNSH,file
SKNSH_f02_s52,0.9189197617711437,0.9123578372485228,0.9156270430034839,0.9189197617711437,0.9123578372485228,0.915627043003484,,,,0.2,0.0,104142973.0,60714.0,60713.0,104142973.0,697233715.0,174308429.0,871542144.0,frip,52.0,0.2,SKNSH,file
SKNSH_f02_s80,0.9221464830004545,0.9091168233604111,0.9155852993792767,0.9221464830004544,0.9091168233604112,0.9155852993792768,,,,0.2,0.0,104142973.0,60714.0,60712.0,104142973.0,697233715.0,174308429.0,871542144.0,frip,80.0,0.2,SKNSH,file
SKNSH_f02_s88,0.9223630325439224,0.9089424088350331,0.9156035445289461,0.9223630325439224,0.9089424088350332,0.915603544528946,,,,0.2,0.0,104142973.0,60714.0,60712.0,104142973.0,697233715.0,174308429.0,871542144.0,frip,88.0,0.2,SKNSH,file
