file, cpu, mem(GBs), io(GB), vmem(M), maxvmem(M), nproc, time(s), inputfilesize(B)
SKNSH_c1000_s78_PRINT.qsub.sh.o838377, 264:17:10, 15167240.41988, 11984.57521, 17.983G, 314.793G, 15, 90168, 135308752
K562_c5000_s99_PRINT.qsub.sh.o838348, 319:51:53, 22813926.18370, 13630.73957, 21.036G, 367.371G, 15, 115453, 805049178
SKNSH_c50000_s79_PRINT.qsub.sh.o850730, 262:30:07, 43110073.51112, 18100.78206, 6.621M, 875.918G, 15, 119479, 6581596893
SKNSH_c40000_s91_PRINT.qsub.sh.o838390, 300:39:54, 38938244.75831, 12069.81649, 34.129G, 667.408G, 15, 150618, 5299471041
SKNSH_c2500_s62_PRINT.qsub.sh.o838384, 278:51:15, 17943645.98476, 17932.17113, 6.219M, 337.627G, 15, 98298, 343997840
K562_c40000_s71_PRINT.qsub.sh.o838343, 341:34:22, 59255474.71544, 13718.07303, 45.158G, 907.975G, 15, 143524, 6349673705
MCF7_c1000_s99_PRINT.qsub.sh.o838357, 223:21:28, 11843236.07849, 10470.77223, 15.989G, 283.945G, 15, 76603, 149391836
K562_c5000_s63_PRINT.qsub.sh.o838346, 378:23:15, 27393780.94952, 20389.87103, 6.516M, 379.322G, 15, 135604, 833639681
MCF7_c20000_s23_PRINT.qsub.sh.o838359, 224:40:59, 21963340.96108, 10517.23028, 26.927G, 501.343G, 15, 87501, 3116677064
HEPG2_c20000_s20_PRINT.qsub.sh.o838316, 279:28:14, 31786936.54417, 12112.86824, 31.208G, 622.314G, 15, 143509, 4018440533
HEPG2_c7500_s41_PRINT.qsub.sh.o838325, 252:32:12, 19694711.40422, 12073.63589, 22.796G, 398.820G, 15, 98944, 1545258526
HEPG2_c10000_s65_PRINT.qsub.sh.o838312, 255:33:12, 21142415.06712, 18073.39126, 6.195M, 446.582G, 15, 138492, 2031033093
SKNSH_c30000_s46_PRINT.qsub.sh.o838386, 310:56:43, 36508465.21914, 12048.38918, 31.971G, 606.155G, 15, 137451, 3999966394
MCF7_c2500_s42_PRINT.qsub.sh.o838361, 254:09:59, 14487744.98973, 10477.28784, 3.504M, 298.093G, 15, 95529, 395933356
K562_c7500_s44_PRINT.qsub.sh.o838349, 340:15:48, 24873904.67389, 13637.31403, 20.506G, 388.150G, 15, 123764, 1225165036
K562_c1000_s7_PRINT.qsub.sh.o838333, 332:25:32, 22192812.00878, 13620.27722, 2.785M, 344.016G, 15, 114131, 160160252
K562_c1000_s52_PRINT.qsub.sh.o838332, 309:37:05, 20541012.47958, 13620.56786, 19.946G, 345.637G, 15, 109810, 157789045
GM12878_c10000_s90_PRINT.qsub.sh.o838291, 316:19:07, 25103329.90777, 13455.61929, 23.907G, 401.890G, 15, 113449, 1753290208
SKNSH_c10000_s19_PRINT.qsub.sh.o838373, 269:25:12, 18512950.35870, 12004.49292, 19.848G, 359.052G, 15, 101037, 1376968851
GM12878_c7500_s56_PRINT.qsub.sh.o838309, 296:48:24, 22685999.28301, 13446.66686, 21.762G, 413.005G, 15, 153266, 1317199388
SKNSH_c50000_s80_PRINT.qsub.sh.o850731, 336:15:39, 57725111.76690, 12089.41989, 45.109G, 897.666G, 15, 142771, 6564172776
MCF7_c10000_s84_PRINT.qsub.sh.o838354, 217:04:05, 17128036.33795, 10495.08717, 21.343G, 416.043G, 15, 81086, 1601508995
MCF7_c7500_s56_PRINT.qsub.sh.o838370, 217:17:02, 12979645.53552, 15689.46695, 4.719M, 308.507G, 15, 76575, 1180667783
K562_c10000_s21_PRINT.qsub.sh.o1694271, 368:47:33, 28772874.98999, 13586.35430, 22.245G, 400.485G, 15, 133340, 1650887293
MCF7_c30000_s12_PRINT.qsub.sh.o838364, 241:18:21, 22295771.08813, 10542.50063, 23.657G, 495.229G, 15, 91330, 4642334488
HEPG2_c20000_s92_PRINT.qsub.sh.o838318, 280:11:52, 31541071.39343, 12112.03366, 31.207G, 573.128G, 15, 144354, 4034416686
K562_c7500_s80_PRINT.qsub.sh.o838351, 317:26:49, 25057132.45773, 20398.58971, 6.625M, 414.077G, 15, 111658, 1225823874
SKNSH_c50000_s23_PRINT.qsub.sh.o850729, 260:20:49, 42672862.68837, 12089.16952, 3.645M, 876.187G, 15, 115557, 6569267156
MCF7_c30000_s90_PRINT.qsub.sh.o838366, , , ,
SKNSH_c2500_s41_PRINT.qsub.sh.o838383, 265:39:22, 16715360.09829, 11989.45018, 19.124G, 333.094G, 15, 95359, 342215193
HEPG2_c2500_s58_PRINT.qsub.sh.o838320, 263:44:50, 16631349.90940, 18038.05879, 5.332M, 329.681G, 15, 131849, 502256806
GM12878_c30000_s89_PRINT.qsub.sh.o1694129, 316:23:10, 44363355.16697, 13366.27831, 35.442G, 698.729G, 15, 102365, 5116709780
MCF7_c7500_s79_PRINT.qsub.sh.o838372, 222:01:52, 13639057.45286, 15693.12643, 5.406M, 318.905G, 15, 78008, 1202568730
GM12878_c20000_s71_PRINT.qsub.sh.o838296, 367:12:55, 37078066.86607, 13484.46577, 28.248G, 525.253G, 15, 132703, 3457022684
MCF7_c2500_s87_PRINT.qsub.sh.o838362, 216:35:23, 12146599.07812, 15674.41323, 3.898M, 293.623G, 15, 77846, 396375361
MCF7_c5000_s55_PRINT.qsub.sh.o838368, 229:11:09, 13115130.19348, 15683.18592, 4.340M, 299.943G, 15, 82718, 817350484
GM12878_c5000_s33_PRINT.qsub.sh.o838305, 308:17:30, 22560738.82443, 13441.93010, 20.575G, 403.902G, 15, 146548, 898714554
HEPG2_c5000_s39_PRINT.qsub.sh.o838323, 257:49:29, 17255549.41363, 18049.00780, 4.535M, 350.205G, 15, 122530, 1025098390
MCF7_c30000_s84_PRINT.qsub.sh.o838365, 217:05:12, 24041496.04293, 10542.98024, 32.479G, 565.749G, 15, 86629, 4634639943
HEPG2_c7500_s60_PRINT.qsub.sh.o1694192, 285:13:08, 21447944.78314, 18046.79973, 6.219M, 405.039G, 15, 111205, 1552673624
HEPG2_c1000_s81_PRINT.qsub.sh.o838315, 282:52:58, 17087860.92083, 12052.14315, 17.339G, 315.397G, 15, 150927, 197401508
K562_c2500_s58_PRINT.qsub.sh.o838338, 334:58:59, 22049821.31390, 20374.73286, 6.453M, 355.826G, 15, 115910, 405580517
MCF7_c2500_s91_PRINT.qsub.sh.o838363, 223:17:24, 12351931.14435, 10475.82623, 16.785G, 288.521G, 15, 75478, 387090381
HEPG2_c5000_s73_PRINT.qsub.sh.o838324, 254:28:57, 16620522.79612, 12065.41605, 18.321G, 338.706G, 15, 122473, 1026644356
K562_c10000_s2_PRINT.qsub.sh.o838329, 296:47:41, 25153556.81789, 13643.32328, 23.851G, 453.507G, 15, 107409, 1647650462
MCF7_c1000_s25_PRINT.qsub.sh.o838355, 222:38:14, 11885392.74136, 15662.53969, 6.434M, 284.375G, 15, 79285, 150021273
MCF7_c20000_s6_PRINT.qsub.sh.o838360, 250:05:08, 24901914.01838, 10519.54113, 26.736G, 506.889G, 15, 97281, 3125690261
HEPG2_c7500_s65_PRINT.qsub.sh.o838327, , , ,
K562_c40000_s7_PRINT.qsub.sh.o838345, , , ,
K562_c10000_s21_PRINT.qsub.sh.o838328, , , ,
HEPG2_c7500_s60_PRINT.qsub.sh.o838326, , , ,
GM12878_c30000_s89_PRINT.qsub.sh.o838303, , , ,
GM12878_c10000_s17_PRINT.qsub.sh.o838290, , , ,
K562_c2500_s3_PRINT.qsub.sh.o838337, 337:30:40, 23031634.37151, 20380.68633, 5.512M, 375.533G, 15, 117255, 415287734
MCF7_c5000_s3_PRINT.qsub.sh.o838367, 228:43:29, 13277002.10435, 10482.70094, 16.846G, 310.067G, 15, 76824, 813130750
MCF7_c10000_s17_PRINT.qsub.sh.o838352, 209:14:08, 16301203.09619, 10494.67984, 21.391G, 412.479G, 15, 81608, 1599011826
K562_c10000_s76_PRINT.qsub.sh.o838330, 354:47:30, 28082755.40836, 13644.84805, 22.503G, 420.577G, 15, 127056, 1644760961
K562_c30000_s90_PRINT.qsub.sh.o838342, 323:52:14, 45373183.51775, 13693.41490, 37.579G, 743.842G, 15, 135054, 4816764066
K562_c30000_s85_PRINT.qsub.sh.o838341, 331:25:48, 41732401.28940, 20496.03125, 5.609M, 674.114G, 15, 136288, 4803364596
K562_c7500_s50_PRINT.qsub.sh.o838350, 316:37:03, 23072925.35553, 13635.69657, 20.760G, 382.353G, 15, 110495, 1230812043
SKNSH_c30000_s87_PRINT.qsub.sh.o838387, 326:20:16, 38411078.16603, 18031.05007, 6.191M, 609.229G, 15, 141251, 4005359189
GM12878_c30000_s63_PRINT.qsub.sh.o838302, 309:05:20, 39620593.25987, 20221.12344, 6.137M, 681.690G, 15, 149108, 5117581855
SKNSH_c7500_s90_PRINT.qsub.sh.o838395, 275:19:55, 18003482.94024, 17949.54285, 5.988M, 343.713G, 15, 130913, 1032628298
GM12878_c7500_s55_PRINT.qsub.sh.o838308, 308:04:24, 23322346.81162, 13447.17522, 21.840G, 395.754G, 15, 159366, 1329076076
K562_c5000_s6_PRINT.qsub.sh.o838347, 294:34:51, 20869272.44977, 13629.46858, 20.126G, 372.338G, 15, 105720, 822135083
SKNSH_c40000_s70_PRINT.qsub.sh.o838389, 261:24:59, 35266345.90359, 12068.41417, 35.489G, 720.029G, 15, 141944, 5282726736
K562_c20000_s97_PRINT.qsub.sh.o838336, 325:15:55, 37196066.28937, 20450.74394, 4.547M, 589.811G, 15, 118019, 3259583159
HEPG2_c1000_s79_PRINT.qsub.sh.o838314, 243:21:32, 14388483.66314, 18023.73464, 4.602M, 309.958G, 15, 130662, 198464379
GM12878_c1000_s48_PRINT.qsub.sh.o838293, 312:23:08, 20775176.82505, 13429.18950, 20.072G, 349.321G, 15, 104806, 155663149
K562_c40000_s73_PRINT.qsub.sh.o840538, 351:59:57, 62129842.64114, 20536.34743, 4.598M, 927.926G, 15, 155669, 6296315122
HEPG2_c5000_s31_PRINT.qsub.sh.o838322, 295:51:30, 19557354.66834, 18052.32815, 5.238M, 350.309G, 15, 137535, 1018316836
GM12878_c5000_s18_PRINT.qsub.sh.o838304, 274:00:09, 20880391.25596, 13439.59476, 22.219G, 401.585G, 15, 127697, 862682132
SKNSH_c20000_s79_PRINT.qsub.sh.o838381, 298:03:57, 25965249.75378, 17996.25997, 4.656M, 431.269G, 15, 109774, 2711161382
MCF7_c1000_s4_PRINT.qsub.sh.o838356, 235:09:38, 12179786.38195, 15663.08341, 6.441M, 266.785G, 15, 80046, 157726517
HEPG2_c10000_s46_PRINT.qsub.sh.o838310, 238:55:35, 20152988.48683, 12080.56602, 22.823G, 453.118G, 15, 131712, 2043132741
MCF7_c20000_s14_PRINT.qsub.sh.o838358, 227:37:39, 22434720.75365, 10516.94626, 26.832G, 505.417G, 15, 83424, 3127045633
GM12878_c10000_s17_PRINT.qsub.sh.o1694093, 330:31:35, 28981480.43850, 19982.51108, 4.895M, 436.171G, 15, 104129, 1769159353
K562_c20000_s85_TOBIAS.qsub.sh.o830118, 37:26:33, 134760.11089, 2212.10444, 5.719M, 19.726G, 8, 19439, 38209174047
HEPG2_c20000_s20_TOBIAS.qsub.sh.o830099, 36:41:42, 121671.86770, 2580.78164, 5.793M, 16.753G, 8, 18774, 53880441527
SKNSH_c50000_s23_TOBIAS.qsub.sh.o850715, 40:59:47, 137365.60264, 3698.19679, 12.285M, 19.205G, 8, 20727, 83954717938
GM12878_c5000_s48_TOBIAS.qsub.sh.o830089, 29:45:02, 102052.95502, 1342.36633, 11.977M, 16.281G, 8, 15621, 12546122085
SKNSH_c20000_s65_TOBIAS.qsub.sh.o830163, 32:32:36, 104554.88561, 1993.68788, 5.789M, 16.109G, 8, 16873, 34451016955
HEPG2_c5000_s73_TOBIAS.qsub.sh.o830107, 23:17:45, 72580.67533, 1281.59602, 5.809M, 14.907G, 8, 12208, 14053279183
SKNSH_c2500_s15_TOBIAS.qsub.sh.o830165, 26:04:55, 79044.22067, 956.39441, 13.098M, 14.394G, 8, 13826, 4763288343
GM12878_c7500_s39_TOBIAS.qsub.sh.o830090, 33:07:14, 112865.55803, 1690.12888, 5.871M, 16.631G, 8, 17254, 21173575829
SKNSH_c7500_s95_TOBIAS.qsub.sh.o830179, 30:34:02, 95929.00300, 1292.19449, 5.926M, 14.910G, 8, 16061, 13578069809
SKNSH_c1000_s94_TOBIAS.qsub.sh.o830161, 18:21:38, 51933.29771, 845.89755, 5.738M, 14.417G, 8, 9690, 2016122628
SKNSH_c2500_s41_TOBIAS.qsub.sh.o830166, 23:09:26, 70670.58169, 977.52953, 3.617M, 14.400G, 8, 12234, 4693803470
K562_c7500_s80_TOBIAS.qsub.sh.o830134, 31:00:10, 108622.06025, 1379.61784, 3.590M, 17.201G, 8, 16316, 14727997953
GM12878_c7500_s55_TOBIAS.qsub.sh.o830091, 30:51:31, 104433.04217, 1674.39876, 5.594M, 16.628G, 8, 16059, 20703488004
MCF7_c7500_s56_TOBIAS.qsub.sh.o830153, 20:32:30, 56759.52323, 1147.59057, 14.254M, 13.311G, 8, 10792, 14714714588
K562_c10000_s21_TOBIAS.qsub.sh.o830111, 26:21:50, 90213.61852, 1573.64088, 3.660M, 17.753G, 8, 13835, 19631926041
HEPG2_c7500_s65_TOBIAS.qsub.sh.o830110, 27:18:49, 83772.63378, 1491.97122, 5.801M, 15.220G, 8, 14579, 20635021298
HEPG2_c1000_s79_TOBIAS.qsub.sh.o830097, 19:05:54, 54805.72896, 866.55490, 14.453M, 14.644G, 8, 10116, 3020178316
GM12878_c10000_s14_TOBIAS.qsub.sh.o830072, 33:26:55, 117072.90914, 1892.53610, 5.844M, 17.002G, 8, 17347, 26769411823
GM12878_c30000_s40_TOBIAS.qsub.sh.o830084, 47:53:08, 178324.93327, 3834.13621, 14.184M, 19.618G, 8, 24195, 77579660117
K562_c40000_s71_TOBIAS.qsub.sh.o830126, 52:00:19, 196374.78251, 3563.33322, 3.668M, 23.710G, 8, 26615, 74911993644
MCF7_c2500_s91_TOBIAS.qsub.sh.o830146, 17:56:40, 47781.29310, 868.98173, 13.992M, 13.135G, 8, 9551, 5094012443
SKNSH_c7500_s15_TOBIAS.qsub.sh.o830177, 26:50:39, 84782.26726, 1263.70954, 12.922M, 14.945G, 8, 14087, 13494583129
GM12878_c7500_s56_TOBIAS.qsub.sh.o830092, 33:53:54, 114544.72316, 1654.23824, 5.770M, 16.764G, 8, 17539, 20385941115
HEPG2_c20000_s21_TOBIAS.qsub.sh.o830100, 42:44:13, 145905.72909, 2605.93164, 5.785M, 16.798G, 8, 21875, 53901104523
K562_c30000_s90_TOBIAS.qsub.sh.o830125, 38:29:45, 139211.63702, 2848.26191, 14.383M, 21.653G, 8, 19709, 56677682775
HEPG2_c5000_s31_TOBIAS.qsub.sh.o830105, 30:50:19, 98361.21191, 1248.61205, 14.305M, 14.862G, 8, 16183, 13972814929
SKNSH_c5000_s13_TOBIAS.qsub.sh.o830174, 20:50:26, 62796.21714, 1087.35791, 14.102M, 14.608G, 8, 10939, 9060187277
SKNSH_c30000_s87_TOBIAS.qsub.sh.o830170, 39:33:15, 131998.52827, 2553.41479, 14.430M, 17.077G, 8, 20280, 50945675251
K562_c30000_s85_TOBIAS.qsub.sh.o830124, 51:35:19, 191662.29382, 2858.43865, 11.895M, 21.676G, 8, 26546, 56503344310
MCF7_c30000_s84_TOBIAS.qsub.sh.o830148, 31:33:42, 94869.54114, 2372.55201, 5.707M, 14.970G, 8, 16121, 56616280605
GM12878_c2500_s21_TOBIAS.qsub.sh.o830081, 23:15:15, 75659.80871, 1172.18704, 5.828M, 16.060G, 8, 12196, 7020779112
GM12878_c30000_s63_TOBIAS.qsub.sh.o830085, 47:47:06, 177524.80782, 3865.33812, 5.883M, 19.700G, 8, 24171, 77281275626
K562_c2500_s61_TOBIAS.qsub.sh.o830122, 26:53:47, 90518.39317, 1127.55200, 5.789M, 16.188G, 8, 14278, 5236051812
GM12878_c5000_s33_TOBIAS.qsub.sh.o830088, 26:18:53, 89334.27041, 1452.97013, 5.586M, 16.248G, 8, 13823, 13914586268
MCF7_c20000_s23_TOBIAS.qsub.sh.o830142, 28:49:31, 84847.42012, 1854.70190, 5.531M, 14.303G, 8, 14896, 38088597537
MCF7_c2500_s87_TOBIAS.qsub.sh.o830145, 17:54:52, 47966.11784, 905.54927, 3.711M, 13.141G, 8, 9571, 5205315206
SKNSH_c1000_s42_TOBIAS.qsub.sh.o830159, 20:43:27, 60723.90536, 847.49591, 5.812M, 14.453G, 8, 10957, 2006678421
MCF7_c10000_s84_TOBIAS.qsub.sh.o830137, 27:53:40, 80022.22029, 1305.09387, 14.094M, 13.682G, 8, 14697, 19786761308
MCF7_c20000_s6_TOBIAS.qsub.sh.o830143, 28:29:16, 83052.88452, 1810.62736, 13.320M, 14.104G, 8, 14710, 38175273971
GM12878_c2500_s80_TOBIAS.qsub.sh.o830082, 27:23:38, 86764.78753, 1184.83914, 5.766M, 16.015G, 8, 14402, 7820256246
K562_c1000_s7_TOBIAS.qsub.sh.o830116, 20:10:02, 63772.26539, 924.70492, 5.672M, 16.106G, 8, 10719, 2188232808
SKNSH_c5000_s15_TOBIAS.qsub.sh.o830175, 26:01:06, 81040.67045, 1155.13197, 5.883M, 14.694G, 8, 13741, 9175412962
MCF7_c1000_s4_TOBIAS.qsub.sh.o830139, 18:22:26, 48962.03720, 761.64592, 3.711M, 13.183G, 8, 9747, 2226516302
MCF7_c7500_s62_TOBIAS.qsub.sh.o830154, 25:25:18, 73380.24375, 1205.44904, 3.539M, 13.344G, 8, 13366, 14836069475
MCF7_c1000_s99_TOBIAS.qsub.sh.o830140, 16:28:01, 42436.31928, 717.17028, 3.605M, 13.159G, 8, 8723, 2110600048
GM12878_c1000_s4_TOBIAS.qsub.sh.o830077, 20:59:16, 65566.41170, 902.11606, 5.809M, 16.037G, 8, 11070, 2270647515
MCF7_c10000_s56_TOBIAS.qsub.sh.o830136, 22:04:43, 62454.23662, 1316.86968, 3.625M, 13.431G, 8, 11508, 19525956822
HEPG2_c2500_s58_TOBIAS.qsub.sh.o830103, 21:08:46, 63478.56460, 1058.51967, 5.664M, 14.609G, 8, 11170, 7099831407
MCF7_c2500_s42_TOBIAS.qsub.sh.o830144, 20:23:13, 56630.78683, 904.27525, 3.672M, 13.098G, 8, 10811, 5184597112
K562_c10000_s76_TOBIAS.qsub.sh.o830113, 26:45:09, 91767.07661, 1576.12749, 5.730M, 17.807G, 8, 14128, 19543442193
SKNSH_c7500_s90_TOBIAS.qsub.sh.o830178, 27:06:55, 84775.98534, 1285.82734, 5.758M, 14.884G, 8, 14233, 13395404037
MCF7_c30000_s90_TOBIAS.qsub.sh.o830149, 32:17:24, 96467.66372, 2371.07193, 5.672M, 15.037G, 8, 16511, 56563304325
GM12878_c10000_s90_TOBIAS.qsub.sh.o830074, 32:23:07, 113471.74601, 1893.04447, 5.688M, 16.796G, 8, 16772, 26232707402
SKNSH_c20000_s79_TOBIAS.qsub.sh.o830164, 36:56:28, 119825.33014, 1975.91448, 14.109M, 16.273G, 8, 19024, 34542298239
HEPG2_c7500_s60_TOBIAS.qsub.sh.o830109, 34:37:03, 113715.40089, 1528.84667, 5.719M, 15.256G, 8, 18134, 21007190894
K562_c1000_s52_TOBIAS.qsub.sh.o830115, 20:03:29, 62505.42092, 866.06297, 14.277M, 16.133G, 8, 10674, 2171802398
MCF7_c30000_s12_TOBIAS.qsub.sh.o830147, 38:49:00, 119084.47636, 2392.48966, 5.789M, 15.017G, 8, 19884, 56744576788
MCF7_c5000_s3_TOBIAS.qsub.sh.o830150, 25:15:46, 72504.30805, 1051.85281, 3.602M, 13.233G, 8, 13342, 10273075802
SKNSH_c20000_s36_TOBIAS.qsub.sh.o830162, 28:06:01, 89399.32174, 1961.00842, 3.562M, 16.126G, 8, 14566, 34163940215
GM12878_c20000_s9_TOBIAS.qsub.sh.o830080, 40:51:08, 145885.31969, 2866.67730, 5.652M, 18.305G, 8, 20899, 52093751525
HEPG2_c10000_s5_TOBIAS.qsub.sh.o830094, 26:37:25, 83661.96047, 1708.14288, 3.621M, 15.524G, 8, 13847, 27540825312
SKNSH_c5000_s35_TOBIAS.qsub.sh.o830176, 29:00:15, 90819.15902, 1126.00216, 5.566M, 14.553G, 8, 15145, 8996470270
K562_c20000_s19_TOBIAS.qsub.sh.o830117, 33:16:13, 113304.51845, 2233.43700, 5.750M, 19.861G, 8, 17225, 38438893351
GM12878_c20000_s71_TOBIAS.qsub.sh.o830079, 48:24:52, 182002.47146, 2832.44686, 13.066M, 18.349G, 8, 24676, 51671834221
GM12878_c10000_s17_TOBIAS.qsub.sh.o830073, 32:35:51, 111112.48332, 1933.72813, 5.859M, 16.913G, 8, 16852, 27288120370
GM12878_c30000_s89_TOBIAS.qsub.sh.o830086, 60:42:03, 230344.06317, 3868.28176, 6.012M, 19.687G, 8, 30801, 77486533367
SKNSH_c40000_s91_TOBIAS.qsub.sh.o830173, 45:24:06, 153305.12306, 3129.48469, 3.699M, 18.207G, 8, 23108, 67525475770
HEPG2_c10000_s65_TOBIAS.qsub.sh.o830095, 28:28:21, 91413.32197, 1688.46788, 11.930M, 15.526G, 8, 14977, 27305795753
SKNSH_c40000_s10_TOBIAS.qsub.sh.o830171, 39:25:37, 130896.49138, 3139.12931, 3.422M, 18.101G, 8, 20185, 67391919989
K562_c10000_s2_TOBIAS.qsub.sh.o830112, 28:09:56, 95549.48150, 1574.49732, 5.852M, 17.761G, 8, 14751, 19573197033
MCF7_c7500_s79_TOBIAS.qsub.sh.o830155, 22:46:37, 63111.48857, 1204.62143, 5.781M, 13.353G, 8, 11965, 14999355140
HEPG2_c1000_s42_TOBIAS.qsub.sh.o830096, 18:43:53, 53731.88303, 897.59367, 3.566M, 14.612G, 8, 9910, 2960261270
SKNSH_c10000_s37_TOBIAS.qsub.sh.o830158, 23:23:19, 72061.42955, 1361.52666, 14.348M, 15.136G, 8, 12277, 17765137990
HEPG2_c2500_s5_TOBIAS.qsub.sh.o830104, 20:13:56, 60330.52487, 1074.62025, 5.770M, 14.612G, 8, 10772, 7214382319
K562_c2500_s3_TOBIAS.qsub.sh.o830120, 28:22:01, 95981.99994, 1082.78668, 11.656M, 16.311G, 8, 14971, 5259361601
K562_c40000_s7_TOBIAS.qsub.sh.o830128, 41:08:50, 152027.26807, 3562.49533, 5.910M, 23.656G, 8, 21044, 74878047694
HEPG2_c2500_s25_TOBIAS.qsub.sh.o830102, 22:03:51, 66480.26105, 1062.03439, 14.441M, 14.660G, 8, 11696, 7393184351
HEPG2_c20000_s92_TOBIAS.qsub.sh.o830101, 34:30:11, 115143.92186, 2601.94481, 5.590M, 16.721G, 8, 17715, 54165867033
K562_c5000_s63_TOBIAS.qsub.sh.o830129, 24:25:35, 81726.22678, 1281.82180, 4.434M, 16.605G, 8, 12912, 10156155685
HEPG2_c10000_s46_TOBIAS.qsub.sh.o830093, 29:04:42, 90685.83585, 1699.81050, 5.848M, 15.480G, 8, 15027, 27485355365
SKNSH_c2500_s62_TOBIAS.qsub.sh.o830167, 23:06:52, 70158.89245, 978.80141, 14.270M, 14.443G, 8, 12174, 4728234648
MCF7_c10000_s17_TOBIAS.qsub.sh.o830135, 26:34:28, 75041.18452, 1277.81620, 12.961M, 13.493G, 8, 13825, 19714332695
SKNSH_c1000_s78_TOBIAS.qsub.sh.o830160, 17:47:30, 50511.25175, 788.77286, 14.324M, 14.473G, 8, 9496, 2009864219
SKNSH_c50000_s80_TOBIAS.qsub.sh.o850719, 37:39:16, 126240.93011, 3727.41464, 3.598M, 19.186G, 8, 19224, 83868824842
SKNSH_c40000_s70_TOBIAS.qsub.sh.o830172, 37:19:32, 124987.78724, 3145.46556, 3.574M, 18.098G, 8, 19072, 67313816983
MCF7_c20000_s14_TOBIAS.qsub.sh.o830141, 32:28:45, 98016.70173, 1863.38486, 5.777M, 14.302G, 8, 16755, 38188817531
HEPG2_c1000_s81_TOBIAS.qsub.sh.o830098, 19:31:30, 56589.87929, 857.33432, 3.652M, 14.588G, 8, 10367, 3006886731
SKNSH_c10000_s1_TOBIAS.qsub.sh.o830157, 25:07:50, 76577.24861, 1414.41067, 5.684M, 14.978G, 8, 13236, 17654136647
K562_c7500_s44_TOBIAS.qsub.sh.o830132, 25:09:32, 83783.90772, 1437.46928, 5.906M, 17.132G, 8, 13251, 14764579694
K562_c20000_s97_TOBIAS.qsub.sh.o830119, 32:38:52, 116350.19602, 2230.96716, 5.730M, 19.749G, 8, 17028, 38301771193
K562_c5000_s99_TOBIAS.qsub.sh.o830131, 26:42:58, 87188.05944, 1258.27077, 5.809M, 16.644G, 8, 14401, 9848246973
K562_c2500_s58_TOBIAS.qsub.sh.o830121, 25:58:19, 84468.23030, 1121.99835, 5.773M, 16.223G, 8, 13999, 5127461508
MCF7_c5000_s92_TOBIAS.qsub.sh.o830152, 26:30:38, 75714.48633, 1017.04868, 12.055M, 13.231G, 8, 13943, 10092060278
GM12878_c5000_s18_TOBIAS.qsub.sh.o830087, 32:54:29, 112673.37819, 1386.17995, 5.617M, 16.280G, 8, 17221, 12714325004
GM12878_c20000_s50_TOBIAS.qsub.sh.o830078, 39:20:08, 141890.50591, 2794.42710, 5.609M, 18.132G, 8, 20131, 50398123662
GM12878_c1000_s48_TOBIAS.qsub.sh.o830076, 23:09:49, 69744.27003, 886.63302, 14.176M, 15.993G, 8, 12116, 2256337651
K562_c1000_s48_TOBIAS.qsub.sh.o830114, 20:13:23, 62834.53514, 883.97449, 14.105M, 16.098G, 8, 10768, 2095841099
SKNSH_c10000_s19_TOBIAS.qsub.sh.o830156, 23:36:08, 71812.63153, 1395.01125, 5.699M, 15.171G, 8, 12339, 17750562377
MCF7_c1000_s25_TOBIAS.qsub.sh.o830138, 16:02:19, 41699.64771, 757.29706, 5.758M, 13.116G, 8, 8520, 2123076504
K562_c40000_s73_TOBIAS.qsub.sh.o830127, 48:07:27, 180730.20472, 3503.27023, 14.133M, 23.747G, 8, 24616, 75037286346
HEPG2_c5000_s39_TOBIAS.qsub.sh.o830106, 30:29:35, 96688.12276, 1278.69821, 3.641M, 14.914G, 8, 16013, 14059595485
SKNSH_c50000_s79_TOBIAS.qsub.sh.o850716, 39:42:31, 132970.74143, 3725.07477, 5.375M, 19.210G, 8, 20140, 84111253314
HEPG2_c7500_s41_TOBIAS.qsub.sh.o830108, 35:37:47, 114554.54799, 1519.26304, 5.691M, 15.246G, 8, 18665, 20904624406
K562_c30000_s60_TOBIAS.qsub.sh.o830123, 41:13:52, 149589.49679, 2827.35862, 12.875M, 21.673G, 8, 21409, 56531979147
SKNSH_c30000_s41_TOBIAS.qsub.sh.o830168, 37:24:14, 121140.43548, 2564.22745, 5.215M, 17.095G, 8, 19191, 50938877557
MCF7_c5000_s55_TOBIAS.qsub.sh.o830151, 19:50:19, 54767.90387, 1065.18575, 13.199M, 13.119G, 8, 10511, 10306400058
SKNSH_c30000_s46_TOBIAS.qsub.sh.o830169, 36:41:20, 118432.86443, 2582.00523, 5.828M, 17.133G, 8, 19234, 50875396226
K562_c5000_s6_TOBIAS.qsub.sh.o830130, 34:16:22, 116767.62526, 1262.70284, 5.703M, 16.687G, 8, 18145, 9992468792
K562_c7500_s50_TOBIAS.qsub.sh.o830133, 30:17:12, 105623.54561, 1417.80343, 5.836M, 17.130G, 8, 15988, 14772882302
GM12878_c1000_s44_TOBIAS.qsub.sh.o830075, 25:57:29, 82231.39435, 949.87359, 5.887M, 15.996G, 8, 13691, 2766190807
GM12878_c2500_s95_TOBIAS.qsub.sh.o830083, 22:06:57, 71080.90126, 1101.80534, 14.254M, 15.975G, 8, 11681, 6387060892
MCF7_c1000_s25_HINT.qsub.sh.o829887, 02:48:23, 9440.60991, 162.29439, 886.320M, 2.275G, 1, 11315, 2123076504
